% # columns="iteration, evaluation, sigma, max axis length,  min axis length, all principal axes lengths  (sorted square roots of eigenvalues of C)", seed=107987, Thu Jun 23 15:11:57 2022
1 14 0.9476358356687623 1.0000486498320134 1.0 1.0 1.0000013513522643 1.000002702706355 1.0000040540622717 1.0000054054200147 1.0000067567795836 1.0000081081409788 1.0000094595042002 1.0000108108692478 1.0000121622361215 1.0000135136048214 1.0000148649753475 1.0000162163476998 1.000017567721878 1.0000189190978828 1.0000202704757137 1.0000216218553706 1.0000229732368537 1.000024324620163 1.0000256760052986 1.0000270273922605 1.0000283787810484 1.0000297301716625 1.000031081564103 1.0000324329583694 1.0000337843544622 1.0000351357523813 1.0000364871521263 1.0000378385536979 1.0000391899570955 1.0000405413623195 1.0000418927693695 1.0000432441782459 1.0000445955889483 1.000045947001477 1.0000472984158322 1.0000486498320134
2 28 0.920986687566215 1.0289644441217491 0.9740801072381614 0.9740801072381614 0.9794853258306623 0.9845417846808475 0.9878843201200639 0.9906623285549161 0.995829788373127 0.998792501673885 1.0000043849940483 1.0000068213479671 1.0000087960004216 1.000012388228018 1.0000132114165166 1.0000151711662661 1.000016790112257 1.0000179601849233 1.0000205700894584 1.0000217823915718 1.0000226318296244 1.0000247382481555 1.0000260613970784 1.0000269327587763 1.0000293510924976 1.0000307713063485 1.00003142832469 1.0000336189999872 1.0000378389388098 1.0000390957280856 1.0000403005199976 1.00004281225 1.0000447914709854 1.0006570362702696 1.0025288223299986 1.0051997365584533 1.0066861025796852 1.0076153110126598 1.0207698447663878 1.0289644441217491
3 42 0.9047089630873358 1.0410044112215857 0.9690171689255878 0.9690171689255878 0.9700833857682353 0.9796297577664402 0.9840394338818707 0.9847061129817606 0.9863377139723537 0.9873987266697463 0.9888280218676332 0.992418670526369 0.9956298832107029 0.9969389960761869 0.9976659953397494 0.9989664461884247 0.9996641585356546 1.000014181915193 1.0000151003794473 1.000019972272663 1.000020777542217 1.0000241291280891 1.000026676067957 1.000028454039866 1.0000323576654573 1.0000364498562588 1.000149723084569 1.0002525377580047 1.0010596042125677 1.0019879935120701 1.0030578741959684 1.0033600478240585 1.0039642459082534 1.0057888124795384 1.0077548955740225 1.0080871699567409 1.0089492707625263 1.0225272295734154 1.029327949008306 1.0410044112215857
4 56 0.8935788611385538 1.0495011515837285 0.9626486580061859 0.9626486580061859 0.9696463226031082 0.9711533726699763 0.9761845681556052 0.983107577102067 0.983302200834646 0.9839059588965952 0.985783863290352 0.9872366743292099 0.9914794201433985 0.9933702128372486 0.9944184546224166 0.9954520144111816 0.9966729342868562 0.9973124235777601 0.9977925451726898 0.9987677521417367 0.99899770659333 0.9997638409279793 1.0002064712219427 1.0005458784069503 1.000783108342331 1.0010741606477065 1.0012291406805507 1.0022520577062235 1.0024945575510575 1.0026727621478346 1.0034963222629625 1.0056302274828053 1.0068595126585564 1.0079783901883654 1.0094734585544756 1.0113727798881504 1.018563201982583 1.0225950634029433 1.0314142970100428 1.0495011515837285
5 70 0.8971533751305906 1.0610514064125762 0.9560588534528571 0.9560588534528571 0.9623033461314933 0.9672333332550922 0.9704830153531718 0.9771114120853651 0.9781542060436142 0.982066959052998 0.9851717502628248 0.9862916124209992 0.9874971484822654 0.9905003512037812 0.9916897771012977 0.9951123528825169 0.9957788671457249 0.9968854120592548 0.9971457230257772 0.9978089595829962 0.9982247050840672 0.9991893042630946 0.9996116701732638 1.0000899700246757 1.0005584631546012 1.0010832175063653 1.0020411989932352 1.0024269914537567 1.003029030979124 1.0037939404778924 1.0067684050882104 1.0074941631549077 1.008339753143135 1.0096755668486537 1.010417138065662 1.013289484287258 1.0167664622840873 1.0263052887770643 1.0351314874697206 1.0610514064125762
6 84 0.8923090569194359 1.0773332303835146 0.9541315267731827 0.9541315267731827 0.9597175742287771 0.9626008039878595 0.9703537336474318 0.9742864202866153 0.9755067817789891 0.978653692664392 0.9804848840728146 0.9823797936127309 0.9853050342730123 0.9871214120726528 0.9884548101987405 0.9900333843072966 0.9920273908981994 0.996315897038164 0.997028223591152 0.9974793220369896 0.9978348294694339 0.9983342161765935 0.9987771148213036 0.9989412116059058 1.0004104386441701 1.0006200639751082 1.0019248670713796 1.0035625613993167 1.0049431539993046 1.005131380619789 1.006648822966476 1.0074322438552177 1.0102684285565977 1.013019448788491 1.014465272341767 1.0177753780673071 1.0249606925600594 1.0301464162721263 1.038320197186341 1.0773332303835146
7 98 0.8844941293410173 1.0912008549525507 0.9499766078394162 0.9499766078394162 0.9588639412059454 0.9611674752911489 0.9651979580656356 0.9697834146733333 0.9731434290456739 0.9774050793912527 0.9784480737222675 0.9817791950679076 0.9822790748789841 0.9846326327246618 0.9860477735463797 0.9888649676124108 0.9911165026541214 0.9924393437680769 0.9939659420638096 0.9963798363974781 0.9969143290583804 0.9978671503359287 0.9983641418502743 0.9984441479792193 0.9998259183870662 1.0003696525008643 1.0017748127265786 1.0043861702789858 1.0055206629080675 1.0068892211135099 1.0091366650727285 1.0100636436967803 1.0105850673527241 1.0127204038862343 1.0149070619136153 1.0250500297744805 1.02661116155885 1.0290804055094935 1.0414398118192076 1.0912008549525507
8 112 0.8787471264176532 1.1024840949683619 0.9473261554742568 0.9473261554742568 0.9545930270338544 0.9597328483152268 0.963556423391875 0.9706182938626889 0.9711537041620383 0.9720822561228254 0.9756785028986891 0.9788410761361198 0.9808004991037472 0.9823406949182151 0.983818292608347 0.9866387376100966 0.9889982605974414 0.991095442871661 0.9916716590313216 0.9935932803630266 0.9946363000538337 0.9973417341573501 0.9984890491463958 0.99884450860119 0.9994377792069215 1.0003721134241248 1.0019457620387748 1.0032173482891191 1.0048437044910579 1.0070848635853005 1.0094763095661643 1.0108114134898238 1.013247478515994 1.0151401122623724 1.022854084340981 1.0250906797231831 1.0262143826302985 1.0373731617057795 1.0461835734265161 1.1024840949683619
9 126 0.8772872467236794 1.1097443303471433 0.94312651086883 0.94312651086883 0.9527276291367561 0.9533343044727306 0.960057427772747 0.9625496363035851 0.9698943992881308 0.9703267367968981 0.9741350136624319 0.9753205697115696 0.9790483646418345 0.9821037497257101 0.9833644585856349 0.9860241699448234 0.9877992833705603 0.9894792119457017 0.9912497654915035 0.9916884234868127 0.9943157196191896 0.9948112422798775 0.9974242356904599 0.997635135740975 0.9991464092542693 1.0006435679254233 1.0022375287499117 1.0037306611371393 1.005916933543241 1.006714796115474 1.009357757437232 1.0117736514956408 1.014535663396943 1.017209237797568 1.0222088284877733 1.0261652289266057 1.036664830586455 1.0387065535855364 1.049271274886571 1.1097443303471433
10 140 0.8643901300472318 1.1174217126966248 0.9402442444272583 0.9402442444272583 0.9489433540675691 0.9505743804176147 0.9593740995535299 0.9612756314813085 0.9681211390941766 0.9697447720530973 0.9732596261400744 0.974814619988078 0.9767334684552689 0.9819523808332863 0.9822484378643257 0.9827364274295737 0.9850229417009607 0.9892577151582242 0.9907142615857767 0.9910614231294752 0.9926326269821387 0.994642145164362 0.996004413253628 0.9974105956007617 0.9988945615513741 1.0018360322551443 1.0021076512879707 1.0029927272902537 1.0069070490747976 1.0083323477595978 1.0102090502135808 1.0121098577667742 1.014850380970824 1.017715641641097 1.0246821035060907 1.033899662929186 1.0404972546892786 1.04234628048724 1.0530399789656295 1.1174217126966248
